FECHA,DEPARTAMENTO,MUNICIPIO,DÍA,CLASE DE ARMA,PERMISO,ZONA,CLASE DE SITIO,CÓDIGO DANE,CANTIDAD
18/05/2018,VALLE,YUMBO,Viernes,REVOLVER,SIN PERMISO,URBANA,CASAS DE HABITACION,76892000,1
19/05/2018,ANTIOQUIA,MACEO,Sábado,PISTOLA,SIN PERMISO,RURAL,CALETA,5425000,1
19/05/2018,ANTIOQUIA,SANTA ROSA DE OSOS,Sábado,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,5686000,2
19/05/2018,ANTIOQUIA,SANTA ROSA DE OSOS,Sábado,SUBAMETRALLADORA,SIN PERMISO,URBANA,VIAS PUBLICAS,5686000,1
19/05/2018,ATLÁNTICO,BARRANQUILLA (CT),Sábado,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,1
19/05/2018,ATLÁNTICO,SABANALARGA,Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,8638000,1
19/05/2018,BOLÍVAR,CARTAGENA (CT),Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,13001000,1
19/05/2018,BOYACÁ,COPER,Sábado,ESCOPETA DE FISTO,SIN PERMISO,RURAL,VIAS PUBLICAS,15212000,1
19/05/2018,CALDAS,ANSERMA,Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,17042000,1
19/05/2018,CALDAS,MARMATO,Sábado,REVOLVER,SIN PERMISO,RURAL,CARRETERA,17442000,1
19/05/2018,CAUCA,CORINTO,Sábado,ESCOPETA,SIN PERMISO,RURAL,FINCAS Y SIMILARES,19212000,2
19/05/2018,CESAR,VALLEDUPAR (CT),Sábado,ESCOPETA,SIN PERMISO,RURAL,CARRETERA,20001000,1
19/05/2018,CHOCÓ,ACANDÍ,Sábado,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,27006000,1
19/05/2018,CHOCÓ,ACANDÍ,Sábado,FUSIL / RIFLE,SIN PERMISO,URBANA,VIAS PUBLICAS,27006000,1
19/05/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,ESCOPETA,SIN PERMISO,RURAL,VIAS PUBLICAS,11001000,1
19/05/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,11001000,1
19/05/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,11001000,1
19/05/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,11001000,1
19/05/2018,CUNDINAMARCA,GIRARDOT,Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,25307000,1
19/05/2018,CUNDINAMARCA,LA MESA,Sábado,REVOLVER,SIN PERMISO,URBANA,ESTABLECIMIENTO PUBLICO,25386000,1
19/05/2018,CUNDINAMARCA,PACHO,Sábado,ESCOPETA,SIN PERMISO,RURAL,FINCAS Y SIMILARES,25513000,1
19/05/2018,CUNDINAMARCA,VILLETA,Sábado,ESCOPETA,SIN PERMISO,URBANA,SECTOR COMERCIO,25875000,1
19/05/2018,CUNDINAMARCA,ZIPAQUIRÁ,Sábado,REVOLVER,CON PERMISO,RURAL,CARRETERA,25899000,2
19/05/2018,GUAJIRA,MAICAO,Sábado,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,44430000,2
19/05/2018,GUAJIRA,MAICAO,Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,44430000,1
19/05/2018,MAGDALENA,CIÉNAGA,Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,47189000,1
19/05/2018,META,GRANADA,Sábado,PISTOLA,CON PERMISO,RURAL,VIAS PUBLICAS,50313000,1
19/05/2018,NARIÑO,PASTO (CT),Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,52001000,2
19/05/2018,QUINDÍO,CALARCA,Sábado,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,63130000,1
19/05/2018,RISARALDA,BELÉN DE UMBRÍA,Sábado,ESCOPETA,SIN PERMISO,URBANA,INSTALACIONES DE LA POLICIA,66088000,1
19/05/2018,SANTANDER,BARRANCABERMEJA,Sábado,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,68081000,1
19/05/2018,SANTANDER,BARRANCABERMEJA,Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,68081000,2
19/05/2018,SANTANDER,BUCARAMANGA (CT),Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,68001000,1
19/05/2018,SANTANDER,GAMBITA,Sábado,ESCOPETA DE FISTO,SIN PERMISO,URBANA,VIAS PUBLICAS,68298000,1
19/05/2018,SUCRE,SAN JUAN DE BETULIA,Sábado,ESCOPETA,SIN PERMISO,RURAL,VIAS PUBLICAS,70702000,1
19/05/2018,TOLIMA,ESPINAL,Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,73268000,1
19/05/2018,TOLIMA,IBAGUÉ (CT),Sábado,PISTOLA,CON PERMISO,URBANA,VIAS PUBLICAS,73001000,1
19/05/2018,VALLE,CALI (CT),Sábado,REVOLVER,CON PERMISO,URBANA,VIAS PUBLICAS,76001000,1
19/05/2018,VALLE,CALI (CT),Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,76001000,1
19/05/2018,VALLE,CALIMA,Sábado,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,76126000,1
19/05/2018,VALLE,CANDELARIA,Sábado,PISTOLA,SIN PERMISO,RURAL,CARRETERA,76130000,1
19/05/2018,VALLE,PALMIRA,Sábado,PISTOLA,CON PERMISO,RURAL,CARRETERA,76520000,1
19/05/2018,VALLE,YOTOCO,Sábado,PISTOLA,SIN PERMISO,RURAL,VIAS PUBLICAS,76890000,1
20/05/2018,ANTIOQUIA,MEDELLÍN (CT),Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,5001000,1
20/05/2018,ANTIOQUIA,MEDELLÍN (CT),Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,5001000,1
20/05/2018,ANTIOQUIA,MEDELLÍN (CT),Domingo,PISTOLA,SIN PERMISO,URBANA,CASAS DE HABITACION,5001000,1
20/05/2018,ANTIOQUIA,MEDELLÍN (CT),Domingo,REVOLVER,SIN PERMISO,URBANA,CASAS DE HABITACION,5001000,2
20/05/2018,ANTIOQUIA,SANTA BÁRBARA,Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,5679000,1
20/05/2018,ATLÁNTICO,BARANOA,Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,8078000,1
20/05/2018,ATLÁNTICO,BARRANQUILLA (CT),Domingo,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,1
20/05/2018,ATLÁNTICO,BARRANQUILLA (CT),Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,6
20/05/2018,ATLÁNTICO,BARRANQUILLA (CT),Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,4
20/05/2018,ATLÁNTICO,PUERTO COLOMBIA,Domingo,PISTOLA,CON PERMISO,RURAL,CARRETERA,8573000,1
20/05/2018,ATLÁNTICO,SABANAGRANDE,Domingo,REVOLVER,SIN PERMISO,RURAL,CARRETERA,8634000,1
20/05/2018,BOLÍVAR,CARTAGENA (CT),Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,13001000,2
20/05/2018,BOLÍVAR,SAN JACINTO,Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,13654000,1
20/05/2018,BOLÍVAR,TURBACO,Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,13836000,1
20/05/2018,BOYACÁ,CHITA,Domingo,ESCOPETA DE FISTO,SIN PERMISO,URBANA,VIAS PUBLICAS,15183000,1
20/05/2018,BOYACÁ,CIÉNEGA,Domingo,ESCOPETA,SIN PERMISO,URBANA,INSTALACIONES DE LA POLICIA,15189000,1
20/05/2018,BOYACÁ,DUITAMA,Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,15238000,1
20/05/2018,BOYACÁ,PAIPA,Domingo,ESCOPETA DE FISTO,SIN PERMISO,RURAL,TRAMO DE VIA,15516000,1
20/05/2018,BOYACÁ,SANTANA,Domingo,ESCOPETA,SIN PERMISO,RURAL,FINCAS Y SIMILARES,15686000,1
20/05/2018,CALDAS,PENSILVANIA,Domingo,ESCOPETA,SIN PERMISO,RURAL,VIAS PUBLICAS,17541000,1
20/05/2018,CAQUETÁ,FLORENCIA (CT),Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,18001000,1
20/05/2018,CESAR,VALLEDUPAR (CT),Domingo,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,20001000,1
20/05/2018,CESAR,VALLEDUPAR (CT),Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,20001000,1
20/05/2018,CÓRDOBA,MONTERÍA (CT),Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,23001000,1
20/05/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,11001000,2
20/05/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,11001000,8
20/05/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,REVOLVER,SIN PERMISO,URBANA,CASAS DE HABITACION,11001000,2
20/05/2018,CUNDINAMARCA,GIRARDOT,Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,25307000,1
20/05/2018,GUAJIRA,HATONUEVO,Domingo,REVOLVER,CON PERMISO,RURAL,TRAMO DE VIA,44378000,1
20/05/2018,MAGDALENA,EL BANCO,Domingo,PISTOLA,SIN PERMISO,URBANA,LOCAL COMERCIAL,47245000,1
20/05/2018,MAGDALENA,REMOLINO,Domingo,ESCOPETA,SIN PERMISO,URBANA,CASAS DE HABITACION,47605000,1
20/05/2018,MAGDALENA,SANTA MARTA (CT),Domingo,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,47001000,1
20/05/2018,MAGDALENA,SANTA MARTA (CT),Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,47001000,1
20/05/2018,META,ACACÍAS,Domingo,PISTOLA,CON PERMISO,RURAL,TRAMO DE VIA,50006000,1
20/05/2018,META,SAN CARLOS DE GUAROA,Domingo,ESCOPETA,SIN PERMISO,RURAL,FINCAS Y SIMILARES,50680000,1
20/05/2018,NARIÑO,SAN ANDRES DE TUMACO,Domingo,FUSIL / RIFLE,SIN PERMISO,URBANA,MUELLE TURISTICO,52835000,2
20/05/2018,NARIÑO,SAN ANDRES DE TUMACO,Domingo,PISTOLA,SIN PERMISO,URBANA,MUELLE TURISTICO,52835000,4
20/05/2018,NARIÑO,TÚQUERRES,Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,52838000,1
20/05/2018,NORTE DE SANTANDER,CÚCUTA (CT),Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,54001000,1
20/05/2018,SANTANDER,BARRANCABERMEJA,Domingo,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,68081000,1
20/05/2018,SANTANDER,PIEDECUESTA,Domingo,REVOLVER,SIN PERMISO,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,68547000,1
20/05/2018,TOLIMA,ANZOÁTEGUI,Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,73043000,1
20/05/2018,VALLE,CALI (CT),Domingo,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,76001000,1
20/05/2018,VALLE,CALI (CT),Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,76001000,6
20/05/2018,VALLE,CALI (CT),Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,76001000,1
20/05/2018,VALLE,CANDELARIA,Domingo,REVOLVER,SIN PERMISO,RURAL,CARRETERA,76130000,1
20/05/2018,VALLE,EL CERRITO,Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,76248000,1
20/05/2018,VALLE,ROLDANILLO,Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,76622000,1
20/05/2018,VALLE,TULUÁ,Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,76834000,1
21/05/2018,ANTIOQUIA,ABEJORRAL,Lunes,ESCOPETA,SIN PERMISO,RURAL,FINCAS Y SIMILARES,5002000,1
21/05/2018,ANTIOQUIA,MEDELLÍN (CT),Lunes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,5001000,1
21/05/2018,ANTIOQUIA,MEDELLÍN (CT),Lunes,REVOLVER,CON PERMISO,URBANA,VIAS PUBLICAS,5001000,1
21/05/2018,ANTIOQUIA,MEDELLÍN (CT),Lunes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,5001000,3
21/05/2018,ANTIOQUIA,RIONEGRO,Lunes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,5615000,1
21/05/2018,ANTIOQUIA,SABANETA,Lunes,PISTOLA,CON PERMISO,URBANA,VIAS PUBLICAS,5631000,1
21/05/2018,ATLÁNTICO,BARRANQUILLA (CT),Lunes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,1
21/05/2018,ATLÁNTICO,BARRANQUILLA (CT),Lunes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,1
21/05/2018,ATLÁNTICO,LURUACO,Lunes,ESCOPETA,SIN PERMISO,RURAL,PUERTO,8421000,1
21/05/2018,ATLÁNTICO,MALAMBO,Lunes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,8433000,1
21/05/2018,ATLÁNTICO,SOLEDAD,Lunes,REVOLVER,CON PERMISO,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,8758000,1
21/05/2018,BOLÍVAR,CARTAGENA (CT),Lunes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,13001000,1
21/05/2018,BOLÍVAR,SAN JUAN NEPOMUCENO,Lunes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,13657000,1
21/05/2018,BOYACÁ,MUZO,Lunes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,15480000,1
21/05/2018,BOYACÁ,SUSACÓN,Lunes,REVOLVER,CON PERMISO,URBANA,VIAS PUBLICAS,15774000,1
21/05/2018,CALDAS,SAMANÁ,Lunes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,17662000,1
21/05/2018,CAUCA,ROSAS,Lunes,REVOLVER,SIN PERMISO,RURAL,VIAS PUBLICAS,19622000,1
21/05/2018,CÓRDOBA,LORICA,Lunes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,23417000,1
21/05/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,11001000,2
21/05/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,11001000,2
21/05/2018,CUNDINAMARCA,CAQUEZA,Lunes,ESCOPETA,SIN PERMISO,RURAL,VIAS PUBLICAS,25151000,1
21/05/2018,CUNDINAMARCA,GIRARDOT,Lunes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,25307000,1
21/05/2018,CUNDINAMARCA,ZIPAQUIRÁ,Lunes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,25899000,1
21/05/2018,CUNDINAMARCA,ZIPAQUIRÁ,Lunes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,25899000,1
21/05/2018,CUNDINAMARCA,ZIPAQUIRÁ,Lunes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,25899000,1
21/05/2018,CUNDINAMARCA,ZIPAQUIRÁ,Lunes,ESCOPETA,SIN PERMISO,URBANA,FINCAS Y SIMILARES,25899000,1
21/05/2018,GUAJIRA,RIOHACHA (CT),Lunes,ESCOPETA,SIN PERMISO,RURAL,TRAMO DE VIA,44001000,1
21/05/2018,HUILA,PITALITO,Lunes,ESCOPETA,SIN PERMISO,RURAL,FINCAS Y SIMILARES,41551000,1
21/05/2018,MAGDALENA,ARIGUANÍ,Lunes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,47058000,1
21/05/2018,META,BARRANCA DE UPÍA,Lunes,ESCOPETA,SIN PERMISO,RURAL,FINCAS Y SIMILARES,50110000,1
21/05/2018,META,BARRANCA DE UPÍA,Lunes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,50110000,1
21/05/2018,NARIÑO,SANDONÁ,Lunes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,52683000,1
21/05/2018,NORTE DE SANTANDER,OCAÑA,Lunes,REVOLVER,SIN PERMISO,RURAL,CARRETERA,54498000,1
21/05/2018,QUINDÍO,CALARCA,Lunes,REVOLVER,SIN PERMISO,URBANA,LOTE BALDIO,63130000,1
21/05/2018,RISARALDA,PEREIRA (CT),Lunes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,66001000,2
21/05/2018,SANTANDER,BARRANCABERMEJA,Lunes,ESCOPETA,SIN PERMISO,RURAL,VIAS PUBLICAS,68081000,1
21/05/2018,SANTANDER,BUCARAMANGA (CT),Lunes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,68001000,1
21/05/2018,VALLE,CALI (CT),Lunes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,76001000,3
21/05/2018,VALLE,GUADALAJARA DE BUGA,Lunes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,76111000,1
21/05/2018,VALLE,GUADALAJARA DE BUGA,Lunes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,76111000,1
21/05/2018,VALLE,PALMIRA,Lunes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,76520000,1
21/05/2018,VALLE,PALMIRA,Lunes,REVOLVER,CON PERMISO,URBANA,DENTRO DE LA VIVIENDA,76520000,1
21/05/2018,VALLE,RIOFRÍO,Lunes,ESCOPETA,SIN PERMISO,RURAL,VIAS PUBLICAS,76616000,1
22/05/2018,ANTIOQUIA,LA PINTADA,Martes,PISTOLA,SIN PERMISO,URBANA,CASAS DE HABITACION,5390000,1
22/05/2018,ANTIOQUIA,LA PINTADA,Martes,REVOLVER,SIN PERMISO,URBANA,CASAS DE HABITACION,5390000,1
22/05/2018,ANTIOQUIA,MEDELLÍN (CT),Martes,FUSIL / RIFLE,SIN PERMISO,RURAL,VIAS PUBLICAS,5001000,1
22/05/2018,ANTIOQUIA,MEDELLÍN (CT),Martes,PISTOLA,SIN PERMISO,RURAL,VIAS PUBLICAS,5001000,1
22/05/2018,ANTIOQUIA,MEDELLÍN (CT),Martes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,5001000,1
22/05/2018,ANTIOQUIA,MEDELLÍN (CT),Martes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,5001000,1
22/05/2018,ANTIOQUIA,MEDELLÍN (CT),Martes,PISTOLA,CON PERMISO,URBANA,CLINICAS Y SIMILARES,5001000,1
22/05/2018,ANTIOQUIA,SANTA BÁRBARA,Martes,PISTOLA,SIN PERMISO,URBANA,CASAS DE HABITACION,5679000,3
22/05/2018,ANTIOQUIA,SANTAFÉ DE ANTIOQUIA,Martes,REVOLVER,CON PERMISO,RURAL,TRAMO DE VIA,5042000,1
22/05/2018,ANTIOQUIA,TARAZÁ,Martes,PISTOLA,SIN PERMISO,RURAL,VIAS PUBLICAS,5790000,1
22/05/2018,ATLÁNTICO,BARRANQUILLA (CT),Martes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,6
22/05/2018,ATLÁNTICO,BARRANQUILLA (CT),Martes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,2
22/05/2018,ATLÁNTICO,MALAMBO,Martes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,8433000,1
22/05/2018,ATLÁNTICO,PUERTO COLOMBIA,Martes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,8573000,1
22/05/2018,BOLÍVAR,CARTAGENA (CT),Martes,PISTOLA,SIN PERMISO,RURAL,VIAS PUBLICAS,13001000,1
22/05/2018,BOYACÁ,ARCABUCO,Martes,ESCOPETA DE FISTO,SIN PERMISO,RURAL,TRAMO DE VIA,15051000,1
22/05/2018,BOYACÁ,CÓMBITA,Martes,PISTOLA,CON PERMISO,RURAL,TRAMO DE VIA,15204000,1
22/05/2018,BOYACÁ,PUERTO BOYACÁ,Martes,ESCOPETA,SIN PERMISO,RURAL,TRAMO DE VIA,15572000,1
22/05/2018,CALDAS,CHINCHINÁ,Martes,REVOLVER,SIN PERMISO,RURAL,VIAS PUBLICAS,17174000,1
22/05/2018,CALDAS,MANIZALES (CT),Martes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,17001000,1
22/05/2018,CALDAS,RIOSUCIO,Martes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,17614000,1
22/05/2018,CAUCA,CALDONO,Martes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,19137000,1
22/05/2018,CESAR,BOSCONIA,Martes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,20060000,1
22/05/2018,CESAR,CURUMANÍ,Martes,ESCOPETA,SIN PERMISO,URBANA,LOTE BALDIO,20228000,2
22/05/2018,CESAR,LA JAGUA DE IBIRICO,Martes,ESCOPETA,SIN PERMISO,RURAL,CARRETERA,20400000,1
22/05/2018,CESAR,LA PAZ,Martes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,20621000,1
22/05/2018,CESAR,LA PAZ,Martes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,20621000,1
22/05/2018,CESAR,SAN MARTÍN,Martes,ESCOPETA,SIN PERMISO,RURAL,CARRETERA,20770000,1
22/05/2018,CÓRDOBA,SAHAGÚN,Martes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,23660000,1
22/05/2018,CUNDINAMARCA,BITUIMA,Martes,ESCOPETA,SIN PERMISO,RURAL,FINCAS Y SIMILARES,25095000,1
22/05/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,11001000,1
22/05/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,11001000,2
22/05/2018,CUNDINAMARCA,LA CALERA,Martes,ESCOPETA,SIN PERMISO,URBANA,FINCAS Y SIMILARES,25377000,1
22/05/2018,CUNDINAMARCA,SOPÓ,Martes,ESCOPETA,SIN PERMISO,RURAL,CARRETERA,25758000,1
22/05/2018,GUAJIRA,MAICAO,Martes,PISTOLA,CON PERMISO,RURAL,TRAMO DE VIA,44430000,1
22/05/2018,GUAJIRA,MAICAO,Martes,PISTOLA,CON PERMISO,URBANA,CASAS DE HABITACION,44430000,1
22/05/2018,GUAJIRA,MAICAO,Martes,PISTOLA,SIN PERMISO,URBANA,CASAS DE HABITACION,44430000,2
22/05/2018,HUILA,TIMANÁ,Martes,REVOLVER,SIN PERMISO,RURAL,ZONA SELVÁTICA,41807000,2
22/05/2018,META,PUERTO GAITÁN,Martes,PISTOLA,CON PERMISO,RURAL,TRAMO DE VIA,50568000,1
22/05/2018,META,PUERTO RICO,Martes,PISTOLA,SIN PERMISO,RURAL,VIAS PUBLICAS,50590000,1
22/05/2018,NARIÑO,SAN ANDRES DE TUMACO,Martes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,52835000,1
22/05/2018,PUTUMAYO,SIBUNDOY,Martes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,86749000,1
22/05/2018,QUINDÍO,ARMENIA (CT),Martes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,63001000,1
22/05/2018,SANTANDER,BOLÍVAR,Martes,ESCOPETA DE FISTO,SIN PERMISO,URBANA,VIAS PUBLICAS,68101000,1
22/05/2018,SANTANDER,FLORIÁN,Martes,ESCOPETA DE FISTO,SIN PERMISO,URBANA,VIAS PUBLICAS,68271000,1
22/05/2018,SUCRE,MAJAGUAL,Martes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,70429000,1
22/05/2018,TOLIMA,CHAPARRAL,Martes,ESCOPETA,SIN PERMISO,URBANA,CASAS DE HABITACION,73168000,1
22/05/2018,TOLIMA,SANTA ISABEL,Martes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,73686000,1
22/05/2018,VALLE,CALI (CT),Martes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,76001000,2
22/05/2018,VALLE,CALI (CT),Martes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,76001000,1
22/05/2018,VALLE,PALMIRA,Martes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,76520000,1
23/05/2018,ANTIOQUIA,BELLO,Miércoles,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,5088000,1
23/05/2018,ANTIOQUIA,BELLO,Miércoles,REVOLVER,SIN PERMISO,URBANA,CASAS DE HABITACION,5088000,1
23/05/2018,ANTIOQUIA,CÁCERES,Miércoles,SUBAMETRALLADORA,SIN PERMISO,RURAL,VIAS PUBLICAS,5120000,1
23/05/2018,ANTIOQUIA,CONCORDIA,Miércoles,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,5209000,1
23/05/2018,ANTIOQUIA,MEDELLÍN (CT),Miércoles,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,5001000,1
23/05/2018,ANTIOQUIA,MEDELLÍN (CT),Miércoles,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,5001000,1
23/05/2018,ANTIOQUIA,SANTO DOMINGO,Miércoles,REVOLVER,SIN PERMISO,RURAL,VIAS PUBLICAS,5690000,1
23/05/2018,ANTIOQUIA,TARAZÁ,Miércoles,PISTOLA,SIN PERMISO,RURAL,VIAS PUBLICAS,5790000,1
23/05/2018,ANTIOQUIA,TARAZÁ,Miércoles,REVOLVER,SIN PERMISO,RURAL,VIAS PUBLICAS,5790000,1
23/05/2018,ANTIOQUIA,TARAZÁ,Miércoles,PISTOLA,SIN PERMISO,URBANA,CASAS DE HABITACION,5790000,2
23/05/2018,ANTIOQUIA,TARAZÁ,Miércoles,REVOLVER,SIN PERMISO,URBANA,CASAS DE HABITACION,5790000,1
23/05/2018,ATLÁNTICO,BARRANQUILLA (CT),Miércoles,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,1
23/05/2018,ATLÁNTICO,BARRANQUILLA (CT),Miércoles,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,2
23/05/2018,ATLÁNTICO,BARRANQUILLA (CT),Miércoles,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,3
